job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
2260;;;;;2260;2260;Samson;Kozlov;M;1977-08-15;2005-01-13;2013-02-25;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;;Unknown;Unknown;Unknown;;26279;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Internet trading inc;;
2261;;;;;2261;2261;Chikako;Urrutia Rivera  ;F;1970-04-29;1994-11-25;2013-05-03;0.4;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;High;Unknown;Unknown;;26890;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2262;;;;;2262;2262;Jordi;Sotelo;M;1963-06-30;1987-05-05;2013-08-11;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;29972;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Sweet company inc;;
2263;;;;;2263;2263;Gustavo;Gebremichael;M;1971-05-09;1999-01-08;2013-07-15;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Low;Manager;;25948;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Internet trading inc;;
2264;;;;;2264;2264;Abdel;Gebrezghi;M;1975-01-04;2001-09-28;2014-03-25;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Low;Low;Compensation;;28241;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Candy sugar store inc;;
2265;;;;;2265;2265;Filip;Yun-ping;M;1964-11-26;2003-01-20;2013-05-03;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;897;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Global;High;Medium;Compensation;;25129;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Sweet company inc;;
2266;;;;;2266;2266;Maha;Ducoton;F;1963-02-20;1989-09-06;2014-06-20;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Unknown;Regional;Medium;Unknown;Unknown;;25604;USD;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
2267;;;;;2267;2267;Zarabadi;Adani;M;1970-10-05;2006-06-10;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;London;Permanent;;Unknown;Local;High;Medium;Manager;;27014;GBP;;;;Global;24216;242162;;Sugar & Sweets Holding;Candy sugar store inc;;
2268;;;;;2268;2268;Cicco;Szilagyi;M;1976-08-13;2001-11-02;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;Europe;Spain;Barcelona;Permanent;;Medium;;Medium;High;Compensation;;29225;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Sweet company inc;;
2269;;;;;2269;2269;Fabienne;Morozov;F;1973-04-25;2008-10-19;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;None;Medium;Medium;Compensation;;28944;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
2270;;;;;2270;2270;Tawfiq;Bartley;M;1969-07-23;2004-09-27;2011-12-03;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;High;Local;High;Unknown;Unknown;;24507;USD;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
2271;;;;;2271;2271;Lucia;Egami;F;1959-03-30;1978-01-15;2013-08-19;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;Talent;High;;Low;Unknown;Unknown;;28754;USD;;;;Global;22794;227948;;Sugar & Sweets Holding;Internet trading inc;;
2272;;;;;2272;2272;Roushdy;Lüz;M;1969-02-02;1989-09-26;2011-08-28;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;898;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Low;Regional;Low;Low;Other;;24850;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Sweet company inc;;
2273;;;;;2273;2273;Chen;Thanh;M;1952-02-04;1980-09-16;2013-10-25;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;None;Medium;Unknown;Unknown;;24550;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Sweet company inc;;
2274;;;;;2274;2274;Tran;Bo;M;1974-10-21;2002-05-12;2013-07-15;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;High;None;Medium;Low;Manager;;29677;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Candy sugar store inc;;
2275;;;;;2275;2275;Emad;Otero;M;1975-10-26;2002-06-11;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Icecream;Gelato;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Temporary;;Low;;Medium;Unknown;Unknown;;25016;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Internet trading inc;;
2276;;;;;2276;2276;Clio;Ivanov;M;1995-12-13;2014-09-30;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;San Francisco;Temporary;;High;Regional;Medium;Unknown;Unknown;;27178;USD;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2277;;;;;2277;2277;Lew;Aldridge;M;1989-06-07;2012-07-15;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Candy;Hard Candy;Global;Manufacturing;Facility management;;Global;Europe;Spain;Barcelona;Permanent;;High;Regional;Low;Low;Personal Circumstances;;28171;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Candy sugar store inc;;
2278;;;;;2278;2278;Tara;Mostafa;F;1957-01-28;1986-01-17;2013-03-07;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;United Kingdom;Manchester;Permanent;;Low;Local;Medium;Unknown;Unknown;;25894;GBP;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
2279;;;;;2279;2279;Desiderio;Pettersen;M;1979-03-24;2008-11-15;2013-11-13;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;899;627;Global;Sugar & Sweets;Candy;Lollipops;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;High;None;Medium;Low;Career;;28733;USD;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
2280;;;;;2280;2280;Alexander;Onyango;M;1996-09-22;2014-09-30;2014-09-30;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Spain;Barcelona;Permanent;;High;Unknown;Medium;Unknown;Unknown;;24224;EUR;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2281;;;;;2281;2281;Halima;Diba;F;1964-05-16;1991-02-14;2014-05-09;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Facility management;;Global;North America;United States;San Francisco;Permanent;;Low;Unknown;Low;High;Manager;;26345;USD;;;;Global;24216;242169;;Sugar & Sweets Holding;Candy sugar store inc;;
2282;;;;;2282;2282;Pol;Arteaga Ayala  ;M;1975-09-20;1993-04-19;2013-09-17;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;High;Local;Medium;Unknown;Unknown;;24511;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2283;;;;;2283;2283;Qudamah;Soon-Chun;M;1972-09-16;1997-11-07;2014-09-10;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Local;Low;Unknown;Unknown;;27602;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2284;;;;;2284;2284;Dik;Bahonar-bin-Laden;M;1973-02-09;2009-09-14;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;High;Local;Medium;Medium;Other;;29521;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Candy sugar store inc;;
2285;;;;;2285;2285;Faisal;Moya Lizarraras  ;M;1971-04-04;1998-12-23;2013-03-14;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Medium;;Medium;Medium;Career;;29169;USD;;;;Global;22794;227949;;Sugar & Sweets Holding;Internet trading inc;;
2286;;;;;2286;2286;Maurits;Yanagawa;M;1976-11-29;2014-01-31;2014-07-26;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;900;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Spain;Bilbao;Unknown;;High;Unknown;Medium;None;None;;29468;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Sweet company inc;;
2287;;;;;2287;2287;Basak;Spotelli;M;1980-04-01;2003-04-28;2014-09-30;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Unknown;Regional;Medium;;;;29957;USD;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
2288;;;;;2288;2288;Khairy;Medhat;M;1996-08-31;2011-11-11;2014-05-15;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Facility management;;Global;North America;United States;San Francisco;Unknown;;Medium;Regional;Medium;Medium;Manager;;24285;USD;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
2289;;;;;2289;2289;Shirlyn;Lanh;F;1969-09-13;1995-11-07;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;High;Global;Unknown;Unknown;Unknown;;24258;EUR;;;;Global;24492;244926;;Sugar & Sweets Holding;Sweet company inc;;
2290;;;;;2290;2290;Sarh;Samy;M;1973-06-07;2003-02-05;2014-09-30;0.6;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Candy;Licorice;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Rotterdam;Permanent;;Low;;Low;Medium;Personal Circumstances;;26012;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Sweet company inc;;
2291;;;;;2291;2291;Laurien;Dvorak;F;1994-04-07;2014-05-30;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Utrecht;Permanent;;Medium;;High;Low;Personal Circumstances;;24010;EUR;;;;Global;22794;227946;;Sugar & Sweets Holding;Candy sugar store inc;;
2292;;;;;2292;2292;Nuygen;Varga;F;1979-04-19;2001-12-12;2014-05-24;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;None;Medium;Unknown;Unknown;;27433;EUR;;;;Global;22794;227941;;Sugar & Sweets Holding;Candy sugar store inc;;
2293;;;;;2293;2293;Le;van Zandbergen  ;M;1977-10-30;2008-12-28;2014-05-11;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;901;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Spain;Barcelona;Permanent;;Medium;None;Medium;Low;Other;;24078;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Candy sugar store inc;;
2294;;;;;2294;2294;Momo;Suggs;M;1953-08-13;1974-02-10;2010-10-08;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Temporary;;Medium;None;Medium;Unknown;Unknown;;27108;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Sweet company inc;;
2295;;;;;2295;2295;Elin;Cannon;F;1972-03-05;2007-01-01;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Spain;Madrid;Permanent;;Medium;Unknown;High;Unknown;Unknown;;26043;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Candy sugar store inc;;
2296;;;;;2296;2296;Jordi;Svensson;M;1975-04-09;1997-07-21;2014-02-08;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Candy;Sour Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Low;Local;Medium;Unknown;Unknown;;28420;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Sweet company inc;;
2297;;;;;2297;2297;Fabian;Spann;M;1977-04-05;2007-04-14;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;North America;United States;San Francisco;Permanent;;Unknown;Global;Medium;Unknown;Unknown;;27267;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Candy sugar store inc;;
2298;;;;;2298;2298;Naroa;Pokorny;F;1971-11-12;2010-06-29;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Medium;Unknown;;26903;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Internet trading inc;;
2299;;;;;2299;2299;Mehrak;Hill;M;1954-01-06;1982-05-18;2012-10-24;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;Talent;Medium;;Low;Unknown;Unknown;;24886;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Candy sugar store inc;;
2300;;;;;2300;2300;Homayoon;Titus;M;1978-09-14;2007-01-26;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;902;627;Global;Sugar & Sweets;Candy;Caramel Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;None;Medium;Low;Manager;;27809;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Sweet company inc;;
2301;;;;;2301;2301;Filiberto;Jae-min;M;1970-08-06;2001-10-23;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Icecream;Popsicles;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Medium;Unknown;Unknown;;25354;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Candy sugar store inc;;
2302;;;;;2302;2302;Anthony;Qing-nian;M;1962-02-24;2005-03-20;2014-09-14;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Cakes;Birthday Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Regional;Medium;Unknown;Unknown;;24712;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Internet trading inc;;
2303;;;;;2303;2303;Le;Ochida;M;1964-06-03;1993-02-27;2013-10-14;1;Active;Hay Grade 12;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Candy;Chewy Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Unknown;;Low;Unknown;Medium;Unknown;Unknown;;26136;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
2304;;;;;2304;2304;Filiberto;Kreutzwald;M;1979-04-12;2011-06-07;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Icecream;Sorbet;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;Talent;High;;Low;Unknown;Unknown;;28477;USD;;;;Global;22794;227944;;Sugar & Sweets Holding;Sweet company inc;;
2305;;;;;2305;2305;Midred;Yung-li;F;1969-12-15;2000-03-31;2014-09-30;0.8;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;28569;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Sweet company inc;;
2306;;;;;2306;2306;Nguyen;Takacs;M;1977-09-08;2014-03-13;2014-08-14;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Temporary;;Medium;;High;Unknown;Unknown;;28100;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Internet trading inc;;
2307;;;;;2307;2307;Lea;Parrado Zerbino  ;F;1975-05-17;2008-10-19;2013-09-06;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;903;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;;Medium;Low;Compensation;;28291;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Candy sugar store inc;;
2308;;;;;2308;2308;Humphrey;Nitschke;M;1972-02-12;2002-06-07;2014-09-14;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Icecream;Gelato;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Local;Medium;Low;Personal Circumstances;;24957;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
2309;;;;;2309;2309;Tanner;Karlsen;M;1966-12-06;1983-06-18;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;Local;Medium;Unknown;Unknown;;24133;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
2310;;;;;2310;2310;Sergio;Hakkert   ;M;1978-05-31;2013-05-21;2014-09-29;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Regional;Medium;Medium;Unknown;;24830;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
2311;;;;;2311;2311;Faust;Sung-oo;M;1953-06-20;1978-08-12;2011-08-27;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;Manufacturing;Facility management;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;High;Medium;Compensation;;26606;USD;;;;Global;24216;242165;;Sugar & Sweets Holding;Internet trading inc;;
2312;;;;;2312;2312;Michaela;Takudo;F;1988-06-01;2009-12-24;2014-09-30;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;;Low;High;Personal Circumstances;;29778;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Candy sugar store inc;;
2313;;;;;2313;2313;Lau;Li;M;1965-10-29;1998-04-08;2013-09-06;1;Active;Hay Grade 14;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Candy;Organic Candy;Global;Manufacturing;Facility management;;Global;North America;United States;Chicago;Permanent;;High;Global;Medium;Unknown;Unknown;;26290;USD;;;;Global;22794;227941;;Sugar & Sweets Holding;Internet trading inc;;
2314;;;;;2314;2314;Trevor;Buenaventura;M;1973-07-15;1987-10-02;2013-09-13;1;Active;Hay Grade 13;Facility Assistant;Hay Grade 13;904;627;Global;Sugar & Sweets;Icecream;Gelato;Global;Manufacturing;Facility management;;Global;Europe;Netherlands;Almere;Permanent;;Medium;;Medium;None;None;;29303;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Internet trading inc;;
